,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,tumor,project
TCGA-BR-6565-01,6.20122588876542e-05,0.10638623815054922,0.06075516003481939,0.0,0.2247287500912706,0.18459287896590276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09439315688666124,0.0,0.0,0.057717424848712104,0.0,0.08959811920381147,0.5731260686663466,0.0,0.0,0.5745651449106081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48183337607508236,0.0,0.33151734810564754,0.0,0.0,0.0,1,STAD
TCGA-D7-6520-01,0.0,0.14625937928144206,8.753920583262973e-10,0.08181869721499349,0.5688480378939121,0.0005387489105486492,0.8845339391653383,0.004768760141490335,0.0,0.0,2.1647573251813935e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05697780361981442,0.0,0.0,0.2971487075792346,0.00011384324724128982,0.0,0.0,0.0,0.0,0.0,0.0751368917131436,0.0,0.0,0.0,0.0,0.012352193523735674,0.0,0.19244322243063083,0.0,0.0,0.0,0.0,0.4102746384100158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021980134014115476,1,STAD
TCGA-HU-A4H0-01,0.0,0.5136970114493438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000582126074888845,0.25576444830900646,0.07352880666448593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6915077792153073,0.0,0.0,0.0,0.0,7.45955337423438e-08,1.0,0.0,0.0,0.0,0.0,0.820149528643668,0.0,0.0,0.0,0.0,0.0,1,STAD
TCGA-CG-5730-11,2.0022202992596746e-06,0.039154568457646116,0.022212676613922455,0.0,0.27584770102036554,0.0,0.003464494476308209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.196476285264794e-10,0.0,0.053099120540847936,0.0,0.0,0.14118300129348185,0.0,0.2993270771227369,0.1418881640132577,0.42833750708497154,0.0614427473049398,0.18422515151605565,0.0,0.0,0.0,0.00016782274763776106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.314792585535639e-07,0.2834652092426798,0.0,0.0,0.12212758893837194,0.0,0.0,0.0,0.0,0.0,0,STAD
TCGA-BR-6705-01,0.0,0.02071702104215429,0.0,0.0,0.35972418326642674,0.07435090132108255,0.0,0.0,0.0,0.08963553108779354,0.0,0.1391258915805906,0.0,0.0,0.05660573978482598,0.0,0.1895016514336964,2.487885553079442e-09,0.0,0.1448654326220903,0.056584429422052315,0.0,0.22627625344620547,0.014848465295835021,0.16059118412084158,0.21147390171518318,0.34615419031029404,0.0,0.0,0.0,0.00013688182165724912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034231712819781955,0.0,0.1907309515592299,0.3416102493747123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,STAD
TCGA-D7-6522-01,0.5912299074602297,0.014631668054180291,0.0,0.0,0.0024608939648689035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42481276349187563,0.22161696962310484,0.0001314600532054499,0.049425271623358066,0.026353200775083945,4.313856096124798e-09,0.0022204367581323426,0.0,0.0,0.00010602806287385853,0.0,0.0,0.0,5.6914559367984336e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2573188791051817,0.0002436770125534098,0.0,0.0,0.0,0.0,1,STAD
TCGA-CG-5722-01,0.8250734475950099,0.18255804647464144,0.0,0.0,0.0035727196753179164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5119505575569152e-09,0.0,0.0,0.0,0.0,0.22451542298968835,0.3935225065262639,0.00014361105844518584,0.05871630577433713,0.033942749027278375,0.0,0.0034583726715177675,0.0,0.0,0.00019564944640232558,0.0,0.0,0.16913214743807242,1.6982840646610263e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015461433055151664,0.0,0.0,0.0,0.0,1,STAD
TCGA-CG-5717-01,0.0,0.15450135544745922,0.0,0.0,0.3348800146575151,0.038016291653816814,0.0,0.0,0.0,0.0699974473227068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4391574436251648e-09,0.0,0.05673236582398059,0.24698903922239476,0.0,0.1772617845826153,0.24788188524962781,0.256486296504158,0.1076519104172461,0.3637003648186909,0.0,0.0,0.0,0.00013657667918275243,0.0,0.0,0.12474273989032023,0.0,0.0,0.0,0.0,1.543869357348781e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.00027432589134844515,0.0,0.0,0.0,0.0,1,STAD
TCGA-FP-7998-01,3.4181503284859673e-06,0.1886943907704451,0.0,0.0,0.0831910163900426,0.0,0.000600121046559122,0.0,0.0,0.0,0.0,0.24323028083617773,0.0,0.0,0.08376979686617825,0.0,0.04249973099390354,0.0,0.0,0.0,0.0,0.0,0.06381008206076925,0.0018073528574867879,0.0539785929981038,0.0,0.7322421465638149,4.849286710843742e-05,0.0,0.0,0.0002997607250481166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.596585211295458,0.0,0.0,0.9235845181680097,0.0,0.0,0.0,1.0,0.0,1,STAD
TCGA-CG-4474-01,0.07317948002941929,0.0055555150236914486,0.0,0.5090876782760688,0.12791654925764825,0.0,0.0,0.6952606195271657,0.0009392742067396208,0.0,0.0,0.0,0.0,3.515127154307664e-05,0.036409135653682596,0.0,0.0,1.1362470220878128e-08,0.0,0.1489662667880945,0.1611616174164486,0.0,0.0,0.060325912600761596,0.018116673151755292,0.10217959621568774,0.09988271757196032,0.0,0.004056997257857869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08747415370082877,8.464898294960068e-06,0.05866347097824073,0.0,0.0,3.6207924898203615e-06,0.0,0.0,0.0,0.13153298289200555,0.0,0.0,0.0,0.03691152805645368,1,STAD
TCGA-BR-6456-01,0.0,0.06759807395822343,6.7169350652845506e-09,0.0,0.4024160276556636,0.02421334355450009,0.3583855102147547,0.6644761038976121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018814433446570958,0.02646299507329276,0.0,0.21998319029926255,0.3444951047433918,0.0,0.0674077872689634,0.33677547457773055,0.10415596439870754,0.06934871626603753,0.0,0.0,0.015448656065604433,0.0,0.0,0.0,0.0,0.0,0.004680461502509472,0.0,0.00023735259543434785,0.0,0.0,0.0,0.0,0.0,0.3049076514377614,0.0,0.0,0.0,0.063261283719047,0.0,0.0,0.0008246390985021252,1,STAD
TCGA-BR-6564-01,0.0,0.454305553403721,0.0,0.0,0.06620486871763484,0.0,0.0011655670869268027,0.0,0.0,0.0,0.0,0.11084315736839709,0.0,0.0,0.0,0.0,0.03693007158408646,1.940922733724883e-10,0.0,0.0,0.038873276519292184,0.0,0.23418413815661326,0.021837191363253548,0.030028481525309358,0.03275142893840534,0.13397365162228758,0.0,0.0,0.0,0.0001295212604454845,0.0,0.0,0.25515144759502856,0.0,0.0,0.0,0.0,2.084970409711095e-08,0.0,0.0,0.0,0.0,0.0,1.0,2.3900908841781223e-05,0.0,0.0,0.0,0.0,1,STAD
TCGA-F1-6177-01,0.0,0.9353820418615283,0.0,0.016167090848030866,0.0,0.19572464265932304,0.0,0.0,0.0,0.19627912694288038,0.0,0.0,0.0,0.0,0.0,0.0,1.82534580639771e-09,0.0,0.0,0.0,0.0,0.0,0.052401753954803135,0.00010458859132124086,0.0,0.0,0.0,0.0,0.0,0.0,0.00014670938798848327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,STAD
TCGA-BR-4255-01,0.0,0.054932200196168436,0.0,0.0,0.3979257235294673,0.0,0.0,0.5041970391324585,0.0,0.0,0.0,0.0,0.0,0.0,4.179321032586617e-06,0.4584923689575117,0.0,2.896279410181546e-09,0.0,0.0,0.026461200907705446,0.0,0.05509711124634975,0.021786355655694416,0.07867168582493159,0.049816292492542276,2.425868622073089e-09,0.0,0.002818413317764475,0.0,0.0,0.0,4.601261712456315e-06,0.0,0.0,0.0,0.0,5.732476316354898e-06,3.171424538802858e-07,5.347401315831081e-08,0.0,2.5756004637411615e-05,0.0,0.0,0.31834313249723867,0.007060686105144658,0.0,0.0,0.0,0.0,1,STAD
TCGA-CD-5799-01,1.2429836358408382e-06,0.0,0.0,0.02696693017456755,0.8934499684987636,0.0,0.012945700164612172,0.0,0.0,0.0,0.0,5.316967884955962e-12,0.0,0.0,0.0,8.309618516795514e-10,0.0,1.3862096768645215e-10,0.0,1.4595763778643996e-08,0.0,0.0,0.431517558556197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002040749461815511,0.0,1.1026867207686021e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4055298213184934e-07,1.098870622569891e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,STAD
TCGA-BR-4367-01,0.0,0.20075545248324914,0.0,0.018980493511899597,0.19333241566586606,0.0,0.0024587440634584374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06677337681017884,0.0,0.388795785680176,0.06803663440442073,0.23154737512965123,0.07484423679079985,0.41018733642951577,0.0,0.0,0.0,0.00021189513158625259,0.0,0.0,0.5195132918540434,7.915331788875646e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.6649982898886797,0.0,0.0,0.19555310770234613,3.904996008531948e-05,0.0,0.0,0.0,0.0,1,STAD
TCGA-B7-5818-01,4.26001791950558e-05,0.01941332021325463,0.0,0.36424459469575077,0.49709136918421065,0.05406587170257857,0.0,0.0,0.0,0.0552074253845485,0.0,0.05756730201801176,0.0,0.0,0.0,0.0,0.15016021591839432,0.05077731093252113,5.792968000930329e-06,0.027472141901876194,0.0,0.0,0.0,1.4187685833956467e-06,0.01642985431091927,0.31274517664179313,0.0,0.0,0.0,0.0,0.0,0.07660666453295892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3437901610690685e-05,1.1500358432641957e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,STAD
TCGA-BR-4279-01,0.05387008646511799,0.14111553121879727,0.0,0.03760385435213648,0.00031092004885146667,0.0,0.0,0.0,0.4562399858291161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.46365387187927437,0.05964285264134891,3.3470655197394626e-05,0.14917130690031602,0.0186317882152922,0.0,0.0,0.0,0.0,3.71288144117878e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.065525351630351e-05,0.0,0.0,1,STAD
TCGA-CG-5721-01,0.0,0.012449739970517706,0.03309112643011811,0.14095856982660698,0.4894979868689257,0.0,0.005909528390505595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09334063097090678,1.6955814361060035e-05,0.03865788775766293,0.03858655406149173,1.5894696940864644e-13,0.0,0.0005021224099104837,1.8536752170239025e-17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0968186615535423,0.0,0.0,1,STAD
TCGA-BR-7722-01,0.0,0.10815208002849373,0.0,0.0,0.0,0.1546920334260132,0.0,0.21533239406101645,0.00016636426440792978,0.05836233776722798,0.0,0.0,0.0,0.0,0.0,0.0,7.077222713566636e-05,0.0,0.0,0.0621035819025401,0.0,0.03764775570042971,0.0,0.00028312797371231617,0.0,0.0,1.49555326372262e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013128457458692656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2733613429277457,0.0,0.10905570540107463,0.0,0.016007789544485094,1.0,1,STAD
TCGA-D7-6518-01,1.8152541932963747e-05,0.43047061992165364,0.0,0.0,0.21130868820919457,0.1371063610250185,0.0,0.0,0.0,0.16087407560373676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.213663889725472e-09,0.0,0.0,0.04279744813838395,0.0,0.10483658566701626,0.036837742863137575,0.06428669417208856,0.22728027518598973,0.7716829214559832,0.0,0.0,0.0,0.00013465517765011965,0.070202869910982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1100019662905227e-08,5.557412632135499e-06,1.1370418761660376e-05,0.0,0.0,0.19131656593700608,0.0,0.0,0.0,0.0,0.0,1,STAD
TCGA-CG-5732-01,0.0,0.37847569912888174,0.0,0.0,0.12417399802887737,0.0,0.0019815610043471456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12465965948871409,0.0009453174570658668,0.4250438005496975,0.069460289549247,0.0,0.0002999433487167588,0.0,0.0,0.0002574052967313959,0.0,0.0,0.28735913735047075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11766047629777643,1.839700462591841e-05,0.0,0.0,0.6388067460485121,1.0118585936989693e-05,1,STAD
TCGA-D7-6822-01,1.6520472312954626e-06,0.08491569460232255,0.0,0.05587807616316235,0.053994798252283066,0.0,0.000488091615632114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.795239773777613e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.09836538721692005,0.000102390242848509,0.6490612439829669,0.07369379441257333,0.7153628970898793,0.0,0.0,0.0,7.140920499175952e-05,0.0,0.0,0.0,1.4817043610424393e-05,0.0,0.0,0.0,0.0,0.0,1.6480509754495266e-07,0.2666187753973898,0.0,0.0,0.09857599607474474,0.0,0.0,0.0,0.0,0.0,1,STAD
TCGA-BR-6457-01,0.0,0.0,0.13241518466620533,0.0,0.13617630547603538,0.0,0.005630273901533073,0.0,0.0,0.0,0.0,0.0,5.434204105539729e-06,0.0,0.20542017389441758,0.0,0.0,0.06289718673549728,0.0,0.0,0.2670131499333154,0.0,0.0,0.0,0.2766640014924615,0.002069380519640961,0.9214378054781474,4.673844472188404e-05,0.0,0.0,1.3807658714076907e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.17736877515871705,0.0,0.0,0.0,1,STAD
TCGA-D7-6526-01,8.011298428376228e-08,0.07485158166994484,0.0,0.8299925741420995,0.04813213546799648,0.0,0.0006797556543108296,0.0,0.0,0.0,0.0,0.025731630113299587,0.0,0.0,0.0,3.203396716606968e-11,0.003871382320699931,5.371470919486351e-12,0.0,7.66627454640746e-10,0.0,0.0,0.09997657743898125,4.281857073010243e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.9032070121723275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2443660021292572e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,STAD
