,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,tumor,project
TCGA-BR-6706-01,0.59381646,0.9841019,0.18643372,-1.1053741,-0.7129916,-0.044084135,2.4255655,0.041087367,-0.2474469,0.98515695,0.52236503,-1.25382,1.2312133,-3.26046,0.038276635,1.3320212,-1.1940497,0.6128303,-0.8306408,0.1258293,-1.6655054,1.6263655,1.433683,0.35165206,2.4336069,-2.2361305,-0.41316444,1.5132703,-1.4700263,1.1888294,1,STAD
TCGA-BR-6707-01,0.93332386,1.0647422,0.21069182,-2.1663682,-1.0732183,-0.39702305,3.8582742,-0.09311494,-1.0519543,0.8147563,0.83297956,-2.375417,2.8890169,-3.986531,1.9365013,0.4935751,-1.0091755,0.66474396,-1.1378605,-0.6726119,-1.673172,0.64488584,0.89728546,-0.6332413,3.4633067,-3.713866,-0.30198783,1.7000602,-0.35908747,2.0823002,1,STAD
TCGA-BR-6801-01,0.62002444,0.8672924,-0.3537117,-1.0849999,-0.6953819,-0.26661047,2.6680107,0.024023287,-0.7736837,0.5964241,0.29746488,-1.7878138,2.137955,-2.845739,1.2756742,0.60520875,-0.42787096,0.30967712,-0.5812321,0.084443465,-1.0288333,0.76800275,0.6695734,0.16543886,1.8564901,-2.5411499,-0.33990085,1.1195984,0.22469412,1.4367588,1,STAD
TCGA-BR-6802-01,0.91662234,0.9435282,-0.056808814,-1.9255816,-1.0297394,-0.35787776,3.6723495,-0.042489447,-1.0032562,0.76499456,0.67901677,-2.2563565,2.8246455,-3.6626565,1.9879336,0.50719756,-0.8483063,0.5387338,-0.9496648,-0.6110166,-1.5186397,0.59050816,0.7929347,-0.55039424,3.0329614,-3.4218729,-0.3122364,1.6206735,0.01974701,1.90787,1,STAD
TCGA-BR-6803-01,0.37987557,0.6140845,-0.13305302,-0.32523847,-0.24859332,0.14316048,1.6951569,0.2871509,-0.77285594,0.7690992,0.3346565,-0.8253454,0.9402915,-2.5363898,-0.20182127,1.1906714,-0.9664953,0.108704746,-0.38093674,0.7230198,-1.2158798,1.1929485,0.9146582,0.6794971,1.46127,-1.7188143,-0.48147124,0.87049013,-0.67965865,0.9336064,1,STAD
TCGA-BR-6852-01,0.84095293,0.88369244,0.08098449,-1.8821782,-1.001833,-0.33843485,3.3335378,-0.11239988,-0.7266057,0.7326625,0.68677574,-1.9930196,2.439363,-3.344791,1.7269101,0.49226382,-0.86089283,0.61688834,-0.95311296,-0.704377,-1.4758745,0.6286814,0.8088705,-0.59997624,2.926038,-3.0628896,-0.22233456,1.5738114,-0.30097628,1.6948695,1,STAD
TCGA-BR-7722-01,0.6563092,0.9849098,-0.2893906,-1.1358968,-0.7503446,-0.24240652,2.804142,0.03860145,-0.69336617,0.72682375,0.32953748,-1.8256774,2.1056223,-3.1564395,1.0731034,0.8319659,-0.593239,0.39146525,-0.6677219,0.14400919,-1.2238655,1.0545446,0.92068684,0.28214508,2.072478,-2.654716,-0.4053529,1.2875507,-0.10626847,1.4856342,1,STAD
TCGA-BR-8373-01,0.36729953,0.76077795,-0.5408573,-0.5759385,-0.5035318,-0.29802093,1.7699229,-0.06700877,-0.37862825,0.32727835,-0.012371428,-1.4159678,1.5814464,-1.8499233,0.9742172,0.4000113,0.104725696,0.22013684,-0.31255716,0.33109033,-0.46864194,0.6857498,0.40135217,0.47299936,0.8536855,-1.6903154,-0.20699555,0.67467767,0.48139048,0.9844119,1,STAD
TCGA-BR-8381-01,0.70705765,0.86119485,0.17958541,-1.6301492,-0.90395147,-0.26748884,2.8037972,-0.14175776,-0.3712396,0.7381812,0.619074,-1.6127623,1.8451488,-3.0018897,1.138934,0.64832777,-0.8806623,0.667967,-0.9033308,-0.56112057,-1.4279592,0.8783112,0.9375249,-0.38614354,2.6363366,-2.5392613,-0.18674308,1.4861156,-0.7629326,1.3862945,1,STAD
TCGA-BR-8486-01,0.588456,0.8109027,-0.8191035,-0.9179632,-0.64071983,-0.42495388,2.6866703,0.015515797,-1.0757034,0.29471093,0.042644314,-2.1283329,2.6898181,-2.4388485,2.0336263,0.12524818,0.22680895,0.0658105,-0.34195685,0.20697801,-0.4812168,0.2392668,0.13445461,0.21138391,1.2197552,-2.6210926,-0.3021567,0.76660866,1.4779955,1.5420133,1,STAD
