patient,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,tumor,project
TCGA-AA-3502-01,0.9803406,0.5390582,0.056010947,0.46405876,0.6641909,0.54321337,0.40835166,0.18777287,0.3954327,0.2505105,0.84311426,0.38009495,0.95466125,0.28865528,0.36830875,0.9585773,0.18056157,0.19314086,0.7954538,0.032155216,0.37443548,0.6263904,0.55165935,0.7853234,0.9381225,0.65127873,0.6135644,0.13601986,0.434761,0.6209924,1,COAD
TCGA-AZ-4684-01,0.96454763,0.28937143,0.00910674,0.4760843,0.64921284,0.50477487,0.56784236,0.35150796,0.46558058,0.33066222,0.85053134,0.39970797,0.9510119,0.3014706,0.4457964,0.90099144,0.27095512,0.28696617,0.67835766,0.12778774,0.4951408,0.6025627,0.46687323,0.5449444,0.8894882,0.63146913,0.66586494,0.12315804,0.3887598,0.5766455,1,COAD
TCGA-CN-4739-01,0.34247443,0.13888934,0.22078967,0.6031739,0.37497613,0.5865135,0.59266317,0.84031284,0.6180975,0.32177114,0.6174956,0.6291569,0.55823153,0.16092013,0.6395909,0.47766286,0.54037654,0.46643156,0.15637517,0.6793895,0.6482872,0.40274435,0.19524302,0.27322453,0.23073131,0.32725084,0.6034037,0.62949216,0.8532753,0.49803713,1,HNSC
TCGA-LN-A49P-01,0.090471,0.33171424,0.27033556,0.17780924,0.6050423,0.55148035,0.82802945,0.95842314,0.9122687,0.49105877,0.30438405,0.8883052,0.82449603,0.048771486,0.54822654,0.26336092,0.25834426,0.35001498,0.03460642,0.8073102,0.6525161,0.40873203,0.67434216,0.27985454,0.09110767,0.7951451,0.22243696,0.7470029,0.6168703,0.5413866,1,ESCA
TCGA-CG-5732-01,0.6333054,0.17113522,0.45849153,0.8859623,0.6274534,0.7906745,0.5557761,0.70135814,0.23375711,0.5371278,0.66208327,0.19039148,0.2106489,0.28773284,0.45944065,0.37825656,0.82706964,0.59467775,0.56963915,0.32801306,0.714502,0.30764312,0.62144965,0.26589993,0.6268343,0.28146052,0.6991379,0.6274394,0.5006437,0.4216863,1,STAD
TCGA-CN-4729-01,0.4765139,0.18100777,0.2620795,0.60125375,0.21584035,0.49437147,0.38439465,0.7777051,0.42293108,0.39728785,0.6182393,0.56912255,0.4427945,0.24449864,0.7656618,0.53206605,0.7003368,0.47778654,0.2556111,0.47952938,0.39286566,0.55051893,0.33019117,0.28695303,0.30092844,0.24315566,0.60973054,0.5098202,0.78264517,0.6263952,1,HNSC
TCGA-D7-6822-01,0.4148487,0.28681958,0.53645176,0.77821875,0.6770794,0.6915194,0.47092956,0.6497681,0.507164,0.57295156,0.5174193,0.39583522,0.44191754,0.17206444,0.50971234,0.3472889,0.6049129,0.47721744,0.46563354,0.4730233,0.5703892,0.40171728,0.3723104,0.18264785,0.526228,0.46976858,0.4998752,0.68105495,0.4490375,0.5832149,1,STAD
TCGA-L5-A4OF-11,0.60549164,0.54059887,0.26308018,0.7302942,0.3354706,0.15569785,0.9732274,0.81029654,0.3729008,0.30087584,0.94968396,0.47478956,0.49519217,0.45183712,0.13988626,0.35082355,0.70927656,0.40318596,0.4245865,0.4030789,0.7811659,0.25487143,0.7386981,0.40676582,0.07652935,0.04585781,0.66149086,0.16415012,0.9107872,0.5196836,0,ESCA
TCGA-CN-5360-01,0.35953432,0.059644043,0.15832818,0.70161,0.3221118,0.5255356,0.8978372,0.99857384,0.6261842,0.19510011,0.81836236,0.51909375,0.56667405,0.1882979,0.45342582,0.41129163,0.6922519,0.48450094,0.095861495,0.60959214,0.95356363,0.32520786,0.21597144,0.26823318,0.24483858,0.17558077,0.8726684,0.45405397,0.9984083,0.39926115,1,HNSC
TCGA-BR-6457-01,0.7475107,0.1679464,0.20950526,0.6089913,0.6564759,0.97407234,0.6074674,0.63437116,0.1009143,0.38394523,0.761204,0.09433597,0.095157325,0.13415703,0.60915625,0.5134203,0.91632843,0.6467662,0.8109319,0.20770583,0.9980225,0.014353216,0.92196923,0.47476286,0.97046417,0.50014114,0.99022764,0.40647757,0.4365248,0.014141917,1,STAD
TCGA-L5-A4OM-01,0.14342718,0.35747704,0.2710721,0.23178089,0.5791307,0.5088159,0.8428458,0.94206905,0.85648704,0.47431087,0.3683411,0.8474847,0.79146725,0.091227345,0.50477976,0.27043957,0.30226567,0.35365295,0.0763662,0.7658021,0.6623996,0.39214277,0.68692863,0.29346374,0.087932445,0.7212278,0.26371732,0.6859664,0.6445715,0.5413978,1,ESCA
TCGA-CN-4725-01,0.63840985,0.17727533,0.26824653,0.6626223,0.0025859773,0.3512942,0.34690785,0.80936915,0.20845515,0.4005429,0.7487144,0.43050918,0.31829798,0.35625076,0.78742766,0.5504711,0.97842026,0.5022304,0.32826397,0.20950401,0.30236578,0.66682446,0.49547768,0.2991855,0.38905275,0.050604574,0.79063404,0.26188135,0.79680586,0.70713615,1,HNSC
TCGA-D7-6526-01,0.49323905,0.27837795,0.598849,0.85317945,0.72607934,0.7457404,0.41471648,0.61571956,0.39876428,0.64538825,0.51118374,0.30293193,0.3418621,0.22166494,0.48755622,0.32629627,0.66521806,0.5091793,0.545561,0.40968472,0.5264797,0.39578936,0.4648607,0.1818243,0.594725,0.4399255,0.50252813,0.70760244,0.3750478,0.59831274,1,STAD
TCGA-IN-7806-01,0.5654858,0.23273578,0.49286893,0.8155224,0.6847526,0.7907038,0.48803246,0.6440388,0.31523585,0.56806445,0.5924475,0.24660623,0.27494422,0.22058594,0.5019807,0.3724321,0.7441333,0.5516702,0.589055,0.3601519,0.65699804,0.31036752,0.5736694,0.2521647,0.65941525,0.41064954,0.6341783,0.6348534,0.42414808,0.45459512,1,STAD
TCGA-L5-A43M-01,0.58914995,0.5107652,0.2552807,0.72812784,0.33423877,0.17891923,0.9692344,0.82107985,0.3917593,0.29170528,0.9421797,0.4787103,0.5011382,0.43357062,0.1607494,0.35841787,0.7082105,0.41140616,0.4032179,0.4156005,0.7951991,0.26391736,0.7043264,0.39970726,0.08607045,0.05269721,0.6684909,0.18863207,0.9151118,0.5082251,1,ESCA
TCGA-A6-A567-01,0.95515347,0.2791934,0.0067704543,0.468738,0.64808524,0.5088283,0.5752712,0.36138934,0.4650489,0.32886812,0.8492234,0.39744335,0.9410203,0.29918143,0.451728,0.8873701,0.28566894,0.29419476,0.66983175,0.134978,0.5127499,0.59145164,0.4621343,0.54182625,0.88022095,0.62678397,0.6623454,0.13034746,0.39449406,0.5621346,1,COAD
TCGA-LN-A49N-01,0.031064898,0.33439165,0.28043604,0.09635675,0.64742565,0.584831,0.81057274,0.968491,0.9724709,0.53053737,0.21498626,0.9466169,0.867675,0.008597881,0.58620596,0.24130942,0.19105354,0.33245212,0.0,0.85428864,0.6167778,0.42167562,0.7042166,0.26871318,0.08231563,0.90111125,0.14764571,0.8073251,0.5672197,0.55790377,1,ESCA
TCGA-BB-4224-01,0.4808266,0.18537852,0.26582164,0.5976747,0.2118825,0.4931622,0.3658716,0.76976573,0.41547802,0.40457505,0.6111072,0.5708416,0.43825573,0.2465911,0.77692544,0.5364289,0.7007959,0.47755933,0.26141104,0.47468,0.37260795,0.55870754,0.3344065,0.2876349,0.30300266,0.24547437,0.6003655,0.51168007,0.7748793,0.63462806,1,HNSC
TCGA-CG-5723-01,0.5310549,0.25907695,0.54362625,0.82515687,0.71167153,0.77520716,0.44637144,0.6231506,0.3545558,0.6072423,0.5498358,0.27228954,0.3056455,0.21453875,0.5007056,0.35187247,0.7040578,0.53028715,0.578051,0.38134968,0.5941227,0.3450896,0.52780473,0.22174528,0.6409968,0.43832076,0.57219976,0.66670424,0.39024067,0.51807463,1,STAD
TCGA-CQ-5330-01,0.5561246,0.124387875,0.22126381,0.69532925,0.08985859,0.39212364,0.58073306,0.90091336,0.33878544,0.31064212,0.8124042,0.43463978,0.39655495,0.3102914,0.6454283,0.4936559,0.9222418,0.50057113,0.24397483,0.31802273,0.5670878,0.54532546,0.41376978,0.2886048,0.3476123,0.05719091,0.8725224,0.28416067,0.8894068,0.5915603,1,HNSC
TCGA-CG-4306-01,0.5804445,0.29644763,0.63300085,0.84691334,0.81768954,0.85155463,0.32783544,0.53331894,0.27807105,0.71145946,0.49352646,0.19713244,0.22695968,0.21460089,0.514865,0.32907718,0.7182254,0.53879493,0.7040586,0.32230312,0.5112704,0.32391134,0.6202718,0.22149399,0.768859,0.51418495,0.54089487,0.69283146,0.23683381,0.5398048,1,STAD
TCGA-CV-7183-01,0.5660481,0.2468167,0.3198142,0.5560286,0.12406398,0.45475474,0.09757948,0.66186273,0.27790368,0.50841737,0.529332,0.57463026,0.35538417,0.29287204,0.9399179,0.60104424,0.7486209,0.4779685,0.35446873,0.36578262,0.0718357,0.6921301,0.4187503,0.29912397,0.34551445,0.2497554,0.49441135,0.50122344,0.6668354,0.76339436,1,HNSC
TCGA-QG-A5Z2-01,0.97294843,0.48452842,0.047907926,0.47569883,0.655506,0.53289646,0.4471906,0.23106313,0.41509065,0.2676394,0.8460608,0.38766235,0.95237195,0.29075602,0.3836991,0.9456575,0.20091712,0.21524328,0.7634779,0.057911992,0.40063226,0.6224353,0.5304205,0.7262003,0.9212863,0.64199317,0.6305796,0.13608855,0.4299438,0.6149173,1,COAD
TCGA-BA-5558-01,0.5567047,0.21938987,0.29733407,0.5847275,0.12571701,0.44692105,0.20810902,0.71434546,0.30103928,0.4637037,0.58739775,0.5491668,0.37012768,0.29189193,0.872596,0.57603514,0.77554077,0.48198923,0.32637835,0.36687315,0.187419,0.6539404,0.41037202,0.29621637,0.34211868,0.21481162,0.5716814,0.46319014,0.71637267,0.72112525,1,HNSC
TCGA-LN-A49K-01,0.07160178,0.32194242,0.26986825,0.15897018,0.61402535,0.5669545,0.8227658,0.96440554,0.9321892,0.49663836,0.28192604,0.9026154,0.8361498,0.03350398,0.5639091,0.26110327,0.2430321,0.3489715,0.0194972,0.82209253,0.6494566,0.41474932,0.66903245,0.274928,0.09247067,0.82105106,0.20826209,0.768904,0.6073482,0.54107267,1,ESCA
TCGA-CN-4737-01,0.52818453,0.11518626,0.2123192,0.6962219,0.12286723,0.4110846,0.6258011,0.9147932,0.37963155,0.29422092,0.813251,0.44664267,0.42073283,0.29295328,0.6181402,0.48194999,0.88955486,0.4982872,0.22292447,0.35946155,0.6220151,0.5140416,0.38565797,0.2857095,0.33300573,0.07401689,0.87254316,0.3083065,0.9048984,0.5642301,1,HNSC
TCGA-CR-7404-01,0.29703552,0.15393013,0.23025866,0.5696287,0.44022322,0.63481635,0.54832673,0.80393255,0.67284805,0.34339774,0.5476692,0.6850011,0.5893473,0.12678622,0.66692615,0.4846197,0.44057572,0.45682144,0.14808139,0.76251364,0.61782014,0.3860359,0.14826486,0.2709058,0.20514213,0.4046086,0.5082287,0.7255776,0.8238101,0.49441463,1,HNSC
TCGA-CV-6961-01,0.43854088,0.08566357,0.18362102,0.6990859,0.22877288,0.47191942,0.7703981,0.9593256,0.5106832,0.24153464,0.81596786,0.48515302,0.49830583,0.23732518,0.5305886,0.44439253,0.78468126,0.49095932,0.15538593,0.49241495,0.7982451,0.41366968,0.2954635,0.2764202,0.28614172,0.12800175,0.87260973,0.38577652,0.9546023,0.47654316,1,HNSC
TCGA-BA-5153-01,0.1787026,0.16451979,0.23204327,0.5156039,0.59912515,0.74397063,0.54490685,0.7653427,0.8265531,0.3536818,0.43364677,0.79583335,0.6781945,0.04354891,0.66980636,0.47797766,0.2250987,0.4374102,0.1017745,0.9640024,0.65258145,0.30997825,0.0271236,0.26259097,0.1402497,0.5584465,0.35105768,0.92168736,0.7991388,0.4460957,1,HNSC
TCGA-CV-7255-01,0.5860319,0.1913692,0.27656525,0.62773776,0.07654667,0.40508506,0.30851746,0.7738065,0.2728291,0.42024702,0.6759224,0.49095446,0.35505247,0.3175461,0.8111845,0.55568016,0.8684212,0.49179012,0.31589928,0.30362126,0.28019696,0.64387053,0.44146168,0.29625434,0.35975415,0.13437094,0.6912176,0.3664977,0.7687501,0.698547,1,HNSC
TCGA-B7-5816-01,0.6187983,0.2858718,0.6713217,0.904107,0.83287466,0.8675362,0.30625623,0.5271069,0.22509608,0.7499314,0.49315703,0.15231201,0.17889631,0.2531753,0.49207276,0.31290394,0.75104445,0.55583817,0.72698236,0.29525214,0.48238826,0.33594596,0.6534606,0.2118551,0.7796972,0.47469544,0.534287,0.7158575,0.21384692,0.5642694,1,STAD
TCGA-IG-A3I8-11,0.2579978,0.14684871,0.18049689,0.5249044,0.41074967,0.53890765,0.8819509,0.97651386,0.7558247,0.26354578,0.65560114,0.6535657,0.6683237,0.12021133,0.50153685,0.40478042,0.5492892,0.47524455,0.06347059,0.6725012,0.8917181,0.4040473,0.34306276,0.28810894,0.18527064,0.3669126,0.5932865,0.6226465,0.86119103,0.40199125,0,ESCA
TCGA-LN-A4A8-01,0.21090499,0.41282865,0.2798045,0.28563985,0.5556117,0.444102,0.8611289,0.91532576,0.78371584,0.4677289,0.43724617,0.80440056,0.75375193,0.15064172,0.44174483,0.2693943,0.34537804,0.3486722,0.13830765,0.7132073,0.65741014,0.36696276,0.7343469,0.3137474,0.07507464,0.64347905,0.29600105,0.6023804,0.6666192,0.5532025,1,ESCA
TCGA-CG-5726-01,0.52140844,0.37529656,0.89615506,0.9917158,0.94589794,0.82109046,0.1318447,0.44463676,0.32857347,0.93055207,0.33260748,0.2113572,0.2541548,0.2650417,0.46627802,0.22088477,0.62818235,0.4898347,0.70251757,0.35287905,0.2199058,0.47916612,0.50685227,0.08770497,0.71613187,0.5420324,0.29392692,0.85682815,0.06853193,0.8267028,1,STAD
TCGA-BA-6869-01,0.3696179,0.19502309,0.26725268,0.5472612,0.36109918,0.59556586,0.36386317,0.7341034,0.560049,0.41374466,0.5046792,0.6746289,0.521838,0.16842593,0.7788973,0.52992034,0.49876964,0.4593772,0.21762621,0.6638769,0.4065041,0.48687872,0.22057143,0.27979618,0.24203587,0.3895381,0.45363274,0.69540066,0.7522535,0.5887998,1,HNSC
TCGA-BR-4369-01,0.50459814,0.15785798,0.22991064,0.676654,0.48352158,0.70049745,0.7416172,0.79997927,0.42415845,0.30799776,0.73773474,0.36501932,0.39391673,0.16715865,0.5252878,0.4639441,0.7449479,0.5517469,0.4195612,0.43773267,0.9183253,0.25289083,0.4903913,0.32357597,0.5212565,0.3353695,0.7949049,0.5074901,0.7078906,0.272878,1,STAD
TCGA-CR-6467-01,0.17394736,0.15431869,0.22360967,0.52582735,0.6014147,0.74217105,0.5864291,0.78467065,0.8368654,0.33697778,0.45428208,0.7874227,0.6846706,0.042306617,0.6445241,0.46850473,0.23295835,0.4387182,0.090726644,0.96652746,0.6964047,0.29482082,0.02270177,0.26141044,0.13829172,0.5469228,0.37846068,0.90944576,0.81750536,0.42969567,1,HNSC
TCGA-CV-7095-01,0.5774329,0.19905642,0.28223172,0.61574346,0.0907601,0.41704398,0.2811495,0.75741076,0.2813064,0.43213725,0.6512208,0.5073828,0.35961723,0.31012866,0.82792735,0.56119037,0.8420096,0.4890203,0.31851473,0.32189015,0.25510454,0.64622104,0.43236807,0.2962011,0.3546156,0.15707599,0.6578461,0.3938477,0.75435567,0.70444775,1,HNSC
TCGA-BA-5559-01,0.32554334,0.074984536,0.16868433,0.6717469,0.37249652,0.56404924,0.84864044,0.96332526,0.6655495,0.21786472,0.7564246,0.56581867,0.5888323,0.16195464,0.48364726,0.4200382,0.6112387,0.47650853,0.09319237,0.67391783,0.91444707,0.31736538,0.1806573,0.2668243,0.22544636,0.24026197,0.788497,0.5336745,0.9689177,0.4021148,1,HNSC
TCGA-CG-5720-01,0.6863773,0.27137607,0.70234406,0.9575012,0.8600272,0.9110387,0.27802503,0.50920266,0.13412568,0.79140645,0.50150967,0.07678062,0.096657425,0.29226553,0.47539875,0.30327082,0.80732614,0.5856851,0.78753024,0.24290848,0.46852535,0.32232237,0.73393416,0.21966864,0.833636,0.44283336,0.55415666,0.7264783,0.17083073,0.5575864,1,STAD
TCGA-CQ-6224-01,0.5074697,0.10836418,0.20568764,0.69688374,0.14733982,0.42514226,0.6592144,0.92508376,0.40991485,0.2820462,0.81387883,0.4555416,0.43865836,0.2800988,0.59790885,0.47327125,0.86532074,0.49659386,0.20731771,0.39018434,0.6627382,0.4908477,0.36481592,0.28356293,0.32217646,0.08649167,0.87255853,0.3262082,0.916384,0.5439675,1,HNSC
TCGA-CR-5243-01,0.23897202,0.15574107,0.2284249,0.5470682,0.51688826,0.6864055,0.5599197,0.7916484,0.7495854,0.34299105,0.49975392,0.7352861,0.63386846,0.08661321,0.6602487,0.47842795,0.34010777,0.44796193,0.12243297,0.8596051,0.6483921,0.34486112,0.08896552,0.26655626,0.17350775,0.4744534,0.4418496,0.81539446,0.81787103,0.4660997,1,HNSC
TCGA-CR-5249-01,0.2675318,0.15761606,0.23154052,0.5549392,0.4802449,0.6626402,0.54337484,0.79225665,0.71076405,0.34764612,0.5167589,0.71390045,0.61121345,0.10582595,0.67014337,0.48386952,0.3852259,0.4517762,0.13743977,0.8132986,0.6223124,0.36826333,0.11801708,0.26891595,0.18889871,0.44470686,0.46572372,0.7764532,0.81575406,0.48379004,1,HNSC
TCGA-D7-6527-01,0.6452594,0.2082462,0.5096776,0.8708341,0.7019584,0.83780205,0.4738895,0.6346332,0.21011907,0.59826624,0.6151606,0.16168204,0.18163961,0.2651434,0.48304024,0.36805558,0.81489563,0.5891677,0.65091443,0.30090863,0.66160786,0.28835785,0.6678031,0.26802683,0.7156338,0.3643785,0.67269975,0.6374373,0.39394194,0.43083847,1,STAD
TCGA-EI-6917-01,0.033207953,0.9900287,0.4480336,0.9094473,0.72933006,0.9505137,0.6471555,0.816061,0.6528368,0.009501725,0.01244545,0.7141311,0.20054072,0.98397166,0.31369078,0.027263582,0.44997132,0.99304575,0.5668049,0.59456956,0.46145552,0.9985677,0.1472289,0.59223294,0.47769633,0.416295,0.5535298,0.9032843,0.6356429,0.42781332,1,READ
TCGA-CV-7263-01,0.4943574,0.104045846,0.2014899,0.69730264,0.16283084,0.4340407,0.68036485,0.9315976,0.42908403,0.27433968,0.8142762,0.4611746,0.4500051,0.27196196,0.58510256,0.46777764,0.8499807,0.49552202,0.19743872,0.40963167,0.68851566,0.47616613,0.351623,0.28220418,0.31532153,0.094388135,0.87256825,0.33753988,0.92365426,0.53114134,1,HNSC
TCGA-CG-5733-11,0.771293,0.1438545,0.4016582,0.8601323,0.66650325,0.9152349,0.546666,0.6601093,0.056968033,0.5299199,0.7181444,0.050281465,0.05366242,0.28902164,0.48861635,0.41688654,0.9429697,0.6577962,0.7354844,0.21170035,0.809142,0.18039706,0.843147,0.3554869,0.8207111,0.30636096,0.8410733,0.5579156,0.43031108,0.25721306,0,STAD
TCGA-BR-4267-01,0.5540046,0.3050335,0.6509636,0.85326266,0.81664145,0.8301535,0.3216887,0.53586787,0.31106162,0.7198741,0.47759613,0.22228813,0.25550842,0.21385977,0.5099134,0.3194223,0.6940851,0.5257142,0.67726076,0.3432981,0.48558253,0.34943232,0.5790633,0.20247167,0.73635596,0.5146984,0.5084732,0.70923185,0.24131441,0.57614446,1,STAD
TCGA-CV-7428-01,0.49079433,0.18536976,0.26637825,0.6011953,0.19883788,0.4844818,0.362697,0.771281,0.402187,0.40513158,0.61861575,0.5625749,0.4305302,0.2534278,0.7787939,0.5377536,0.7175735,0.4790209,0.2660753,0.45817077,0.36615336,0.56612,0.34457368,0.28840566,0.30841485,0.23398754,0.61080205,0.4968333,0.7753484,0.63989997,1,HNSC
TCGA-L5-A4ON-01,0.655681,0.6322252,0.28703427,0.7369478,0.33925384,0.084379405,0.98549074,0.77717817,0.31498188,0.32904077,0.9727316,0.46274805,0.4769305,0.5079379,0.07581043,0.32749957,0.7125506,0.3779398,0.4902147,0.3646221,0.7380667,0.22708914,0.84426236,0.4284442,0.04722631,0.024852335,0.6399921,0.08896008,0.89750546,0.5548755,1,ESCA
TCGA-L5-A4OE-01,0.5729472,0.621285,0.29602522,0.63322246,0.39209476,0.13756672,0.96156734,0.79504496,0.39992693,0.37441033,0.8564283,0.538142,0.5342187,0.44852656,0.13370156,0.3033437,0.6272068,0.35974303,0.4363333,0.42985547,0.6997457,0.24774757,0.8654314,0.4110115,0.040720597,0.16172388,0.54906297,0.17675486,0.8369868,0.5702,1,ESCA
TCGA-CN-6998-01,0.6314627,0.23664424,0.31537125,0.59093046,0.034558356,0.39190024,0.116399884,0.6916801,0.19461599,0.49577612,0.6026116,0.5081342,0.3074502,0.33974016,0.9280044,0.6009748,0.87444973,0.4895476,0.37633377,0.2521352,0.069861054,0.7292572,0.48589864,0.30337644,0.38165107,0.15751834,0.5949985,0.38463646,0.68834054,0.7842294,1,HNSC
TCGA-L5-A4OG-11,0.4965489,0.34171122,0.2110845,0.7158518,0.32725847,0.31050432,0.946608,0.8821844,0.49862194,0.23973994,0.899656,0.5009273,0.53483164,0.33006263,0.27897164,0.40145144,0.70216984,0.45798627,0.28213155,0.4865548,0.8747188,0.31517667,0.5095566,0.35970977,0.14013563,0.091453075,0.7081568,0.32736045,0.9396172,0.44329482,0,ESCA
TCGA-A6-2683-11,0.88211143,0.04777541,0.0,0.42207274,0.6377226,0.43841168,0.6979481,0.47278476,0.50358844,0.37043887,0.78789616,0.43726054,0.9733242,0.31248465,0.49475795,0.7961191,0.34865528,0.35353768,0.5815784,0.21547905,0.6499529,0.59679097,0.38748866,0.39008948,0.78288877,0.5806801,0.607335,0.12729385,0.41847092,0.50617576,0,COAD
TCGA-CV-6939-11,0.35666344,0.058698565,0.1574091,0.70170176,0.32550347,0.5274839,0.902468,1.0,0.6303812,0.19341281,0.8184494,0.5203271,0.5691583,0.18651637,0.45062193,0.41008884,0.6888933,0.48426625,0.09369854,0.61385,0.9592075,0.3219934,0.21308292,0.26793566,0.24333774,0.17730966,0.87267053,0.45653498,1.0000001,0.39645293,0,HNSC
TCGA-CV-6948-01,0.3600974,0.13459376,0.21834806,0.6143904,0.3502635,0.568675,0.60382986,0.8514011,0.59626454,0.31586063,0.64092773,0.60936,0.5457431,0.17385432,0.6326647,0.47629696,0.57669276,0.4698566,0.16092132,0.64795697,0.65396374,0.41097572,0.2133984,0.2742463,0.24056177,0.29981074,0.6354367,0.5951384,0.86190176,0.5015344,1,HNSC
TCGA-BR-4187-01,0.74818313,0.16569194,0.22564656,0.63066447,0.6560812,0.967438,0.60339296,0.63771886,0.09901279,0.3956253,0.7576421,0.09216896,0.09335697,0.14753354,0.5984099,0.5050354,0.9177276,0.64722,0.80211836,0.20938161,0.98185134,0.029750317,0.91280997,0.46386075,0.9550243,0.48250937,0.9766889,0.41978177,0.43790478,0.03603846,1,STAD
TCGA-CV-7429-01,0.49766362,0.11668612,0.21179384,0.6837239,0.16337726,0.4385213,0.62974674,0.90725946,0.4197551,0.29488978,0.78676414,0.47373822,0.44398543,0.271728,0.61593986,0.47917002,0.8358924,0.49352252,0.20991614,0.41078475,0.6358975,0.49302214,0.3544644,0.28346682,0.3163437,0.11164361,0.83591247,0.3565561,0.9007784,0.550092,1,HNSC
TCGA-BR-6801-01,0.6025099,0.25197336,0.5246553,0.81000483,0.7446264,0.84604454,0.42701924,0.5905582,0.26149073,0.6148672,0.5694914,0.19672886,0.22156492,0.2114649,0.51932395,0.36923814,0.7601138,0.56100804,0.6756883,0.31812158,0.6317729,0.27810872,0.64722264,0.26684892,0.75389755,0.4652555,0.6384076,0.6339083,0.33582908,0.43765497,1,STAD
TCGA-CN-6018-01,0.5391908,0.124452226,0.2203578,0.68929064,0.11203863,0.40689924,0.5859324,0.898242,0.36134583,0.30977648,0.7995307,0.44874358,0.409666,0.29866704,0.64237237,0.4914483,0.8936621,0.49807847,0.23609373,0.3460955,0.5778555,0.532789,0.39649504,0.28729934,0.33841473,0.07678787,0.85463506,0.30947685,0.8885195,0.58267146,1,HNSC
TCGA-CN-4730-01,0.4811451,0.21077877,0.28616944,0.5681612,0.22125596,0.50767094,0.26619214,0.7199085,0.405168,0.44550782,0.5510709,0.6013268,0.4310633,0.24178377,0.8376932,0.5584761,0.66184795,0.47261512,0.2835195,0.4874703,0.27099115,0.58786917,0.33366475,0.28968266,0.3016226,0.28742862,0.52010167,0.55930316,0.7286234,0.66935587,1,HNSC
TCGA-D6-6826-01,0.45730734,0.12490375,0.21608913,0.65992695,0.21934454,0.4784286,0.61052287,0.88504887,0.4703821,0.3058166,0.7369474,0.51711255,0.4730264,0.24242938,0.62793094,0.48089516,0.75524604,0.48599747,0.19810577,0.48191553,0.62936264,0.47232863,0.312957,0.280998,0.29393116,0.17178306,0.7676953,0.4321594,0.8839737,0.5398803,1,HNSC
TCGA-CX-7085-01,0.5225661,0.11333592,0.2105205,0.6964014,0.12950487,0.41489744,0.6348637,0.9175843,0.38784525,0.29091877,0.8134213,0.44905633,0.42559475,0.2894668,0.6126529,0.47959608,0.8829819,0.49782792,0.21869147,0.36779445,0.63306034,0.50775075,0.38000503,0.28512728,0.33006853,0.0774004,0.8725473,0.31316194,0.90801364,0.5587343,1,HNSC
TCGA-BR-6454-01,0.62294775,0.22636467,0.5210027,0.8516931,0.71745133,0.8350004,0.45469,0.61923546,0.23714232,0.6074575,0.59402347,0.18070236,0.20333588,0.24620569,0.4943492,0.3654082,0.7887624,0.575546,0.6527114,0.3126175,0.6428695,0.2921616,0.64922154,0.2619771,0.7204605,0.40036976,0.65086114,0.6412943,0.37366706,0.4441733,1,STAD
TCGA-CG-5728-11,0.7614425,0.1434894,0.39247397,0.8519205,0.6578907,0.90692306,0.55636406,0.6666744,0.070837855,0.51911527,0.7205656,0.062470704,0.066726446,0.28403607,0.4902963,0.4196868,0.93618155,0.6541608,0.722812,0.22032121,0.8161661,0.18198797,0.83022785,0.35538456,0.8090628,0.30672228,0.84156543,0.554511,0.44311315,0.25531292,0,STAD
TCGA-CV-7180-01,0.54390705,0.2587179,0.32808772,0.5343501,0.15761925,0.48095286,0.05805087,0.63515234,0.30280256,0.52632034,0.4844575,0.60737664,0.36929572,0.27533492,0.96416557,0.6083951,0.6928835,0.4723874,0.35438025,0.40868384,0.03873545,0.6891952,0.3956672,0.2983583,0.33276606,0.29506767,0.43352726,0.55670094,0.6441488,0.76785016,1,HNSC
TCGA-CN-4722-01,0.5075367,0.14814869,0.23753403,0.65050447,0.16258669,0.44824323,0.5032253,0.8469272,0.39434242,0.34613454,0.71951944,0.5036485,0.4277277,0.27227286,0.69300777,0.5077461,0.80359,0.48878646,0.24174377,0.41093308,0.50385684,0.53620195,0.3632135,0.28673685,0.3197803,0.1527019,0.7463899,0.40144318,0.84391356,0.5981328,1,HNSC
TCGA-BR-4363-01,0.58327293,0.24478574,0.47397253,0.7705125,0.7122196,0.8302593,0.46942282,0.6135499,0.29174393,0.5654223,0.59073013,0.2261284,0.2518626,0.1907323,0.5309677,0.38819712,0.75093645,0.55624676,0.6472667,0.336142,0.6796383,0.263704,0.6281775,0.28167665,0.7345013,0.46896386,0.66548395,0.6070602,0.3817957,0.4010841,1,STAD
TCGA-CG-5721-11,0.7724213,0.16052145,0.45985052,0.8920366,0.70302576,0.9223718,0.49693587,0.63302696,0.04930973,0.5830933,0.68464863,0.0378111,0.042463064,0.300982,0.48047665,0.39482224,0.9337713,0.65282387,0.7547246,0.2058301,0.7482674,0.20358762,0.84092027,0.33305272,0.8307914,0.317206,0.796577,0.59006184,0.38011932,0.30859226,0,STAD
TCGA-L5-A43C-11,0.53118443,0.40494248,0.2276152,0.7204434,0.32986933,0.26128757,0.955071,0.85932946,0.45865208,0.25917655,0.91556114,0.4926175,0.52222925,0.36877775,0.23475298,0.3853556,0.70442927,0.4405639,0.3274215,0.46001577,0.84497607,0.29600415,0.5824063,0.37467003,0.11991363,0.076957226,0.6933206,0.2754719,0.93045145,0.46758068,0,ESCA
