patient,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,tumor,project
TCGA-CX-7085-01,0.49581248,0.0224258,0.35907137,-0.013613015,-0.6098932,-0.2599591,-1.0778344,-0.24228142,-0.8731562,0.3564763,-0.0071021146,-0.51326835,-0.4816934,0.27881315,0.77612025,0.058169246,0.8285804,-0.15260378,0.33717728,-0.6119983,-1.1494174,0.35562068,0.26323324,0.113834836,0.3718499,-0.2428261,0.30371585,-0.59856313,-0.3273414,0.8175149,1,HNSC
TCGA-BR-6454-01,0.87370396,0.2828367,1.6202124,0.31930885,1.5672776,1.0706195,-1.7130089,-1.4304445,-1.4082563,1.3732328,-0.63466924,-1.841991,-1.1924243,0.13159013,0.24509278,-0.41215637,0.464793,0.16800979,1.6562791,-0.7712496,-1.1198783,-0.32150987,0.85731006,0.050852783,1.4946433,0.841173,-0.21113896,0.20956814,-1.9675965,0.40676713,1,STAD
TCGA-CG-5728-11,1.3950739,0.09189746,1.0981442,0.31979632,1.3467242,1.2984178,-1.3545727,-1.2415209,-1.9987526,1.089468,-0.27270707,-2.4274008,-1.6292688,0.26033178,0.2269006,-0.18858963,1.0339875,0.49232265,1.8693336,-1.0376346,-0.5980122,-0.6675474,1.2567346,0.3049757,1.7494695,0.52685905,0.23176202,-0.0041635707,-1.7544215,-0.2703743,0,STAD
TCGA-CV-7180-01,0.57615155,0.35737646,0.8366151,-0.36102656,-0.5057854,-0.05074387,-3.111299,-1.367056,-1.1751168,1.1126115,-0.94807243,0.27063566,-0.6617242,0.23072061,2.3539476,0.58867645,0.09459856,-0.2575546,0.74957156,-0.49398363,-2.9391692,0.9255083,0.29779476,0.14983088,0.37960815,0.487742,-0.7158859,0.0012298375,-1.1373131,1.5672803,1,HNSC
TCGA-CN-4722-01,0.4392336,0.102632135,0.468797,-0.11200917,-0.48739094,-0.15434402,-1.5419052,-0.52367055,-0.8500867,0.5338353,-0.2756996,-0.24296173,-0.47487262,0.22029999,1.1368073,0.17411575,0.5220432,-0.18990295,0.40723938,-0.48749185,-1.5385013,0.44498122,0.22617958,0.1182138,0.3422603,0.009912275,0.010721773,-0.38114226,-0.524106,0.95877457,1,HNSC
TCGA-BR-4363-01,0.72434616,0.32527766,1.4291815,0.14526999,1.5479046,1.0556033,-1.6610706,-1.4530871,-1.2143826,1.2382113,-0.6440895,-1.6170694,-1.0372474,-0.057192955,0.40946168,-0.3182917,0.31874466,0.088393934,1.6397312,-0.70335335,-1.0091524,-0.41089055,0.8108726,0.104447104,1.5350256,1.071399,-0.17717832,0.12525564,-1.9426445,0.25227475,1,STAD
TCGA-CG-5721-11,1.4364041,0.13113816,1.3718196,0.40579927,1.5138596,1.3473482,-1.5640776,-1.3755203,-2.0751925,1.2949723,-0.3754444,-2.5495,-1.7068572,0.31800097,0.18282333,-0.29100364,1.0246814,0.48680726,1.9663244,-1.0794587,-0.8024826,-0.5997064,1.2803295,0.24422005,1.8119625,0.56204605,0.1272786,0.08339172,-1.9477904,-0.079346165,0,STAD
TCGA-L5-A43C-11,0.5282567,0.69426835,0.42850792,0.03792936,0.13205805,-0.74648273,0.051007055,-0.47427902,-0.6217427,0.2545168,0.28505933,-0.29758036,-0.17267919,0.5487185,-0.92015123,-0.3299956,0.1391775,-0.3888374,0.6676367,-0.34582976,-0.5112538,-0.30944106,0.70986974,0.35744345,-0.23256965,-0.24431357,-0.112529114,-0.691387,-0.25846523,0.49069208,0,ESCA
TCGA-BR-4292-01,0.5342128,0.55691296,2.7405622,0.50572443,2.206058,1.0258148,-2.5689209,-1.9644006,-1.099514,2.1325183,-1.2113851,-1.6562525,-1.0196894,0.1327768,0.18791798,-0.84623706,-0.05419038,-0.12713158,1.7583733,-0.6590503,-2.0704274,0.11212941,0.59641546,-0.30241057,1.4849528,1.2611003,-0.84209144,0.597041,-2.672955,1.4266644,1,STAD
TCGA-CV-5431-01,-0.2794577,0.08531526,0.40051365,-0.23735285,0.42680642,0.3580619,-1.2213612,-0.57912165,0.06440032,0.4598438,-0.63490295,0.49493295,0.0050062314,-0.22013947,0.8937448,0.04219663,-0.67255104,-0.29915425,0.115541235,0.41349077,-1.073844,-0.028407231,-0.20281857,0.07638758,0.04548189,0.7053584,-0.3968896,0.28334403,-0.50872374,0.5592675,1,HNSC
TCGA-IG-A3QL-01,-1.2214032,0.83583814,0.806411,-1.3857373,1.4231896,0.020991543,-0.43424714,-0.20287102,1.0398307,1.3318703,-1.7803141,2.040797,0.9327115,-0.4883704,0.35166776,-1.1151394,-1.9827477,-1.0270126,-0.107531816,0.7165062,-1.4484631,-0.014204938,1.3501437,0.1346946,-0.47597164,2.637449,-1.5563298,0.44518054,-1.5239997,1.0300242,1,ESCA
TCGA-BR-4253-01,0.40665564,0.66115063,3.052703,0.51120424,2.4327095,1.0343314,-2.8525257,-2.1693792,-0.97642875,2.352054,-1.4032753,-1.5709221,-0.9470178,0.07350534,0.22985837,-0.95576763,-0.24840645,-0.23605543,1.8255247,-0.62300795,-2.345058,0.2053248,0.52670103,-0.39043227,1.5352311,1.4864837,-1.0266707,0.6925069,-2.9262133,1.6892064,1,STAD
TCGA-LN-A49S-01,-0.6048387,0.60597384,0.56344783,-0.7731706,0.8462278,-0.13577022,-0.25595915,-0.21695967,0.47515535,0.78781015,-0.92759645,1.0634273,0.49471045,-0.18565509,0.022958033,-0.69468534,-1.0628865,-0.664542,0.07360795,0.3391878,-0.9345604,-0.074218586,0.8843604,0.18542506,-0.30230373,1.430596,-0.88390625,0.09430773,-0.93698096,0.6933585,1,ESCA
TCGA-D7-6525-01,0.3941525,0.39620918,1.9986671,0.3688812,1.5981106,0.7708016,-1.8673308,-1.4316432,-0.8485259,1.5316391,-0.87923205,-1.2554556,-0.7609865,0.09447852,0.16697931,-0.60593164,-0.0009913854,-0.10054957,1.3085322,-0.48995697,-1.5151845,0.048157774,0.43559843,-0.19416696,1.0937643,0.9137914,-0.5829822,0.40370432,-1.9600546,1.0312097,1,STAD
TCGA-A6-A566-01,1.8325776,0.033812728,-0.44356874,-0.52043575,1.2064823,-0.13589822,-0.9377193,-2.036986,-0.4619239,0.54533243,-0.03160034,-0.5725884,1.2047153,0.3271601,0.16095628,1.421953,-1.2727042,-0.79523826,1.4433287,-1.0629996,-1.1902199,0.62728786,0.30540574,0.48603064,1.6623725,1.4119673,-0.2533481,-1.0102379,-1.7560784,0.6998219,1,COAD
TCGA-D7-6817-01,0.8354418,0.17695954,1.0581974,0.18380308,1.1907399,0.9658216,-1.250085,-1.1151121,-1.3059034,0.9490674,-0.39407253,-1.6461922,-1.07277,0.066898644,0.2881065,-0.20946112,0.5413638,0.21086523,1.442154,-0.7014676,-0.6878084,-0.4477286,0.82263565,0.17273065,1.3396904,0.6779362,0.018867247,0.0375359,-1.5331568,0.019557253,1,STAD
TCGA-D7-5578-01,1.0823922,0.24743785,1.6526197,0.38646147,1.6188502,1.1843178,-1.7504215,-1.4672004,-1.6672144,1.4339164,-0.5898306,-2.1339684,-1.3999687,0.22084883,0.20361349,-0.4150892,0.6514932,0.27417806,1.8011477,-0.8933216,-1.0992599,-0.3858678,1.0102019,0.09006245,1.6268853,0.7586266,-0.1409396,0.20451829,-2.0414436,0.324342,1,STAD
TCGA-AZ-4313-01,2.071644,1.2686942,-0.18854061,-0.41817588,1.4644122,0.06784035,-2.2230706,-3.3947737,-0.9685653,0.15103155,-0.09429011,-0.8278967,1.1844009,0.27903637,-0.5491917,2.0215123,-2.1571493,-1.7705445,2.311638,-1.5252615,-2.0846171,0.8959966,0.69121814,1.7440665,1.97045,1.7262696,-0.51095605,-0.94155437,-1.6906,1.2961373,1,COAD
TCGA-CV-6939-01,-0.508085,0.018042877,0.29163826,-0.21019393,0.67936504,0.4716403,-0.748894,-0.3870023,0.39235774,0.2976011,-0.56720436,0.5689816,0.18110427,-0.34219933,0.5288257,-0.09542602,-0.8916737,-0.3121788,-0.0476909,0.65954024,-0.60372096,-0.2748811,-0.33680564,0.057273034,-0.04421404,0.7766756,-0.32900307,0.36970896,-0.3539255,0.3014033,1,HNSC
TCGA-CG-4460-01,0.40352508,0.2168693,0.7367749,-0.042931017,0.9614791,0.72453016,-1.0038279,-0.9481355,-0.7476824,0.646243,-0.39160454,-0.98636436,-0.6122581,-0.17895342,0.4339999,-0.100049585,0.18941481,0.011701226,1.1073642,-0.43908185,-0.5332686,-0.4108239,0.526144,0.16571555,1.0679084,0.846755,-0.011476733,-0.043757178,-1.2425878,-0.0264263,1,STAD
TCGA-HU-8608-01,0.48940328,0.6571279,3.143397,0.56502616,2.490167,1.0808923,-2.9185998,-2.2112324,-1.085892,2.430231,-1.4144533,-1.7035872,-1.0387194,0.1280232,0.19456115,-0.9886757,-0.18474866,-0.20016795,1.8931177,-0.6742621,-2.397217,0.2096354,0.5809725,-0.39773756,1.5864146,1.4535141,-1.0340567,0.7187196,-2.9970558,1.7231588,1,STAD
TCGA-JY-A93C-01,0.83096766,1.0324849,0.58439535,0.060782768,0.15450338,-1.1083846,0.120272346,-0.68559116,-0.95122975,0.39946178,0.3906821,-0.39310426,-0.2662393,0.85459876,-1.380956,-0.48391217,0.15943058,-0.5557002,0.9872046,-0.523659,-0.7191962,-0.44924444,1.083087,0.4519353,-0.3675952,-0.35726827,-0.19252422,-0.9880732,-0.32378572,0.6928473,1,ESCA
TCGA-CQ-6228-01,-0.050351635,0.08970258,0.42068246,-0.19616587,0.13467461,0.1938093,-1.3167486,-0.55759704,-0.22644246,0.48088664,-0.51705736,0.2567575,-0.14754069,-0.07940405,0.96595323,0.08249539,-0.28878406,-0.26392826,0.20723736,0.12552926,-1.2160561,0.12074183,-0.06601597,0.08961448,0.14017607,0.4809124,-0.26332644,0.06922419,-0.5108775,0.68422437,1,HNSC
TCGA-BR-8682-01,1.5743599,0.13453189,0.8157003,0.07250127,1.5276386,1.5932173,-1.4315205,-1.4789462,-2.2119565,0.9991288,-0.23483805,-2.6706548,-1.8099073,0.0165486,0.5409214,0.0035040993,1.1341695,0.5586002,2.2715786,-1.2059253,-0.35324183,-1.0493706,1.5572948,0.5242884,2.254359,0.95500076,0.4565835,-0.20005637,-1.9952297,-0.81059307,1,STAD
TCGA-BA-6872-01,0.48860788,0.26585472,0.7021295,-0.27925426,-0.4498179,-0.05987992,-2.5359018,-1.0701513,-1.0100958,0.90280193,-0.7284013,0.12789816,-0.56933606,0.20320252,1.9079986,0.43412888,0.18200901,-0.2394048,0.61206955,-0.44296306,-2.4159784,0.7290419,0.24913482,0.13632667,0.350282,0.35542834,-0.47954634,-0.09881352,-0.91842884,1.3292997,1,HNSC
TCGA-L7-A56G-01,-0.9611296,0.76513976,0.7199135,-1.1433759,1.1974823,-0.06181892,-0.36005205,-0.22075176,0.7984107,1.126261,-1.4386278,1.6506536,0.75490844,-0.35140213,0.19542646,-0.95868933,-1.6196266,-0.8941332,-0.01760092,0.55766004,-1.2583979,-0.04598086,1.1886616,0.16017239,-0.41552174,2.1559927,-1.2964212,0.28980052,-1.2968386,0.9093587,1,ESCA
TCGA-CV-5439-01,0.24510528,0.31630808,0.75846696,-0.38284793,-0.10518461,0.15880084,-2.7651434,-1.2802129,-0.7340346,1.0042138,-1.0160354,0.524434,-0.42812145,0.037515126,2.0878978,0.47666,-0.36945423,-0.29623577,0.57746893,-0.1007049,-2.5524504,0.6560829,0.101519,0.1274524,0.24543066,0.7277592,-0.7977954,0.24032517,-1.0499114,1.3131912,1,HNSC
TCGA-QG-A5YX-01,2.2089784,1.2405063,-0.19370207,-0.5191168,1.5697169,0.0243652,-2.2960439,-3.6184669,-1.0283391,0.18372026,-0.13545889,-0.84075505,1.3455538,0.32204887,-0.56335825,2.1316986,-2.2941709,-1.8403438,2.4446268,-1.6481777,-2.1620288,0.9782594,0.7306197,1.81381,2.1087615,1.8234031,-0.5840899,-1.0443203,-1.7987498,1.3206121,1,COAD
TCGA-BA-5151-01,0.6072815,0.25931945,0.700148,-0.24836077,-0.6065944,-0.15200889,-2.5324762,-1.029089,-1.1554655,0.89392173,-0.64140946,-0.018388152,-0.64501035,0.2786756,1.9043885,0.44136184,0.40373948,-0.21805944,0.6495219,-0.59790814,-2.4436793,0.7926257,0.3203509,0.14234963,0.40000445,0.21778989,-0.38219026,-0.22755282,-0.8981672,1.3753765,1,HNSC
TCGA-CV-7255-11,0.1352758,0.023540825,0.3386482,-0.087131,-0.14520699,0.004937254,-0.9758306,-0.30338866,-0.42027622,0.34137106,-0.21617813,-0.117596254,-0.2446788,0.05499869,0.6998292,0.0071722567,0.20376825,-0.21085916,0.20202366,-0.15357554,-0.96747047,0.13335873,0.047628924,0.09377432,0.22222072,0.12984177,0.06788184,-0.24537769,-0.34341538,0.63785386,0,HNSC
TCGA-AA-3509-01,2.14666,0.6041465,-0.3625308,-0.51822907,1.3403213,0.022200538,-1.5144155,-2.7529943,-0.6925512,0.38955495,0.04431294,-0.7522277,1.254539,0.31470352,-0.120192096,1.858529,-1.6923188,-1.1817019,1.8710531,-1.4047552,-1.6827171,0.7200672,0.5176475,1.0621362,2.002734,1.6253928,-0.26940298,-1.0657766,-1.8443862,0.9456637,1,COAD
TCGA-CN-5367-01,0.5222466,0.123467,0.5032613,-0.11797272,-0.5813181,-0.19845748,-1.6919119,-0.5812312,-0.96701187,0.5846794,-0.28969994,-0.2791916,-0.5374496,0.26566866,1.2525845,0.21852356,0.6109607,-0.18391031,0.4624122,-0.57918954,-1.690459,0.52889913,0.2749738,0.12481639,0.37510234,-0.024699487,-0.0024404526,-0.41977006,-0.5715959,1.0447992,1,HNSC
TCGA-A6-A565-01,1.9082775,0.0019379072,-0.4774445,-0.5627674,1.2681789,-0.1443014,-0.9553159,-2.1102974,-0.48440033,0.57954025,-0.039832816,-0.60015947,1.2544124,0.34737685,0.1865681,1.4613107,-1.307771,-0.8111709,1.497425,-1.1021233,-1.2087836,0.64640296,0.3169452,0.4889275,1.7310337,1.4730396,-0.27610186,-1.0543197,-1.8365208,0.6991023,1,COAD
TCGA-CD-5801-01,0.5817604,0.61955535,3.1055439,0.6029506,2.4499636,1.1029158,-2.867305,-2.166899,-1.1935592,2.4109535,-1.3595818,-1.8134431,-1.1189051,0.18754938,0.15192202,-0.97784424,-0.08150999,-0.14233616,1.9076221,-0.7163171,-2.3458302,0.1890777,0.6335433,-0.37777683,1.5938258,1.3501501,-0.98261756,0.7082034,-2.955735,1.6694113,1,STAD
TCGA-L5-A43J-01,-0.89486015,1.000173,0.8522518,-1.2375555,1.3115072,-0.24274273,-0.35140836,-0.33996233,0.7076303,1.3050592,-1.527228,1.7669115,0.7777843,-0.2283124,-0.012318141,-1.1209942,-1.7691505,-1.0537326,0.1346741,0.5213781,-1.4681875,-0.11596732,1.4851888,0.20569393,-0.52370477,2.3024256,-1.4603125,0.18044353,-1.4373144,1.0847586,1,ESCA
TCGA-D6-6827-01,-0.19229734,-0.08309765,0.16818734,-0.037091766,0.21030356,0.15946634,-0.23739134,0.006693393,0.05576419,0.08588969,-0.088976935,-0.038172312,0.01152217,-0.11689028,0.12924282,-0.20588866,-0.083480254,-0.22591361,-0.04354415,0.1922262,-0.24038829,-0.23569949,-0.14393303,0.06542314,0.094488434,0.20714019,0.19793943,-0.1423868,-0.09674127,0.24668397,1,HNSC
TCGA-CV-6952-01,0.89347637,0.22953227,0.6755769,-0.15863426,-0.9933681,-0.38541302,-2.4400744,-0.8824258,-1.497628,0.84100586,-0.39029357,-0.40766674,-0.82218397,0.46478698,1.8303684,0.43708098,0.975008,-0.16164768,0.72384584,-0.9807887,-2.4372861,0.92419046,0.49266052,0.15555546,0.52098644,-0.14818713,-0.10253981,-0.5664144,-0.8152601,1.4567962,1,HNSC
TCGA-CR-6473-01,-0.51856965,0.28566158,0.6686299,-0.50274646,0.85864717,0.69347906,-2.351078,-1.2975461,0.24503589,0.8980904,-1.3616434,1.276655,0.08644111,-0.4269129,1.7726004,0.31751817,-1.6069187,-0.40801686,0.2535474,0.84862775,-1.994806,0.13405432,-0.3538381,0.081856504,-0.06898874,1.4370104,-1.1917508,0.921615,-1.003845,0.8627503,1,HNSC
TCGA-BR-6852-01,0.6505474,0.43741998,2.2424657,0.42090154,1.9054984,1.0194346,-2.1764612,-1.711097,-1.1936507,1.785898,-0.9600984,-1.6893648,-1.0612433,0.12785497,0.2087023,-0.6574862,0.14865173,-0.012097575,1.6778276,-0.6861091,-1.654906,-0.060209908,0.6812671,-0.15694785,1.4528812,1.0695467,-0.57654345,0.430501,-2.337226,0.9990741,1,STAD
TCGA-HD-7754-01,-0.37223333,0.16026622,0.5006151,-0.33730477,0.5926365,0.4859765,-1.6429946,-0.84841746,0.13615653,0.6236327,-0.90867794,0.7909998,0.037659444,-0.2995542,1.2217802,0.14471057,-1.0278351,-0.3404137,0.16591327,0.5804959,-1.4166522,0.030306831,-0.2613023,0.078247726,0.0012796819,0.98248357,-0.696393,0.52535933,-0.6940753,0.67112535,1,HNSC
TCGA-BB-4223-01,-0.7629502,0.09967114,0.39127275,-0.34990084,1.0579342,0.72358894,-1.1617162,-0.7047453,0.6640149,0.46846867,-0.95317096,1.0590019,0.31797022,-0.52404124,0.85132015,-0.006274104,-1.5439485,-0.3818015,-0.051037643,1.0366989,-0.89695865,-0.30650368,-0.49246883,0.050695263,-0.15615772,1.2363349,-0.75428665,0.78301,-0.56149316,0.34556603,1,HNSC
TCGA-BR-6453-01,1.5207514,0.107703865,1.0691103,0.26779786,1.4637873,1.4439129,-1.4407656,-1.3674237,-2.1572948,1.1203778,-0.27221,-2.6156402,-1.7636837,0.20838639,0.31907693,-0.14441893,1.1139009,0.5410569,2.072435,-1.1380831,-0.5531236,-0.8046289,1.408017,0.37913865,1.9782021,0.6685402,0.30526644,-0.0551681,-1.9046754,-0.43981993,1,STAD
TCGA-DQ-7591-01,-0.5843803,0.04247877,0.32146442,-0.252016,0.7926919,0.5470626,-0.87247473,-0.4821205,0.47367987,0.3487513,-0.6827457,0.715672,0.22207588,-0.39663476,0.6253663,-0.06873788,-1.086936,-0.33302075,-0.048692767,0.7724449,-0.69150335,-0.2843475,-0.3834043,0.05530394,-0.07772502,0.91427726,-0.45631418,0.493433,-0.4160621,0.31462368,1,HNSC
TCGA-A6-6781-01,1.6119648,-0.14081512,-0.42341343,-0.5223346,1.1169908,-0.19191353,-0.7383302,-1.7556331,-0.38939708,0.5468699,-0.0876828,-0.4822313,1.1512469,0.3117904,0.22608484,1.187163,-1.0890021,-0.66035163,1.2597235,-0.91465646,-0.9695377,0.5758923,0.22335254,0.32847562,1.4569516,1.2705321,-0.28018072,-0.94382405,-1.618858,0.57756543,1,COAD
TCGA-NH-A50V-01,2.163619,0.5343411,-0.4460307,-0.45875043,1.2954503,0.08141394,-1.3787441,-2.5333555,-0.6172906,0.43988192,0.13563217,-0.79385036,1.1378669,0.29760885,-0.0055726618,1.8196657,-1.5345837,-1.0473318,1.7512329,-1.3235468,-1.6082864,0.6206272,0.47733295,0.8982005,1.9939599,1.614373,-0.1464491,-1.0365168,-1.8934995,0.8902749,1,COAD
TCGA-BR-4370-01,0.9226533,0.29379982,1.2635771,0.09274283,1.5725185,1.209203,-1.6278076,-1.4955631,-1.4476599,1.1771231,-0.55660295,-1.8664087,-1.2204034,-0.07992166,0.48425123,-0.2244584,0.49766955,0.19288579,1.8290462,-0.8303153,-0.8405986,-0.59771454,1.0071187,0.22231421,1.7576301,1.1144896,-0.01575274,0.03006991,-1.991239,-0.043647155,1,STAD
TCGA-CQ-6229-01,0.9202342,0.13002127,0.53679144,-0.045267332,-1.0894508,-0.48464006,-1.8512115,-0.540216,-1.4716043,0.6188371,-0.08184256,-0.69571006,-0.80203885,0.5104567,1.373051,0.2868752,1.2803947,-0.12234265,0.6204835,-1.0801177,-1.931932,0.78633434,0.51266104,0.14769292,0.5396802,-0.41718197,0.23298973,-0.7938845,-0.57274735,1.2596065,1,HNSC
TCGA-CV-7238-01,0.4746853,0.018167503,0.35177362,-0.013228627,-0.5853414,-0.24789637,-1.0459211,-0.2311785,-0.8440246,0.34588143,-0.00661559,-0.50133085,-0.46616358,0.26696143,0.75151706,0.048484594,0.80323017,-0.15449634,0.3243265,-0.5879749,-1.1161929,0.33588433,0.2507729,0.11225266,0.36341172,-0.23148257,0.30372554,-0.5866184,-0.31778955,0.79783237,1,HNSC
TCGA-CQ-5323-01,-0.022421405,0.22222844,0.6093911,-0.3343962,0.18082887,0.2794109,-2.120142,-1.003236,-0.34106404,0.77986914,-0.89156085,0.57111657,-0.2162315,-0.100822814,1.5893613,0.29183078,-0.585842,-0.30607182,0.36894506,0.17711848,-1.9221771,0.34382635,-0.054647222,0.103640884,0.14164604,0.77392477,-0.66922426,0.3102908,-0.8314922,0.97892785,1,HNSC
TCGA-BR-6453-11,1.3571993,0.111912385,0.8095569,0.12190458,1.3286145,1.3621967,-1.2718363,-1.2749046,-1.9349792,0.91431093,-0.22701523,-2.3394856,-1.575053,0.066663,0.42429224,-0.042661488,0.99285704,0.47363326,1.946922,-1.0381981,-0.38858017,-0.85602355,1.3156908,0.4226618,1.9008518,0.7629943,0.35760126,-0.1406925,-1.7417855,-0.58754313,0,STAD
TCGA-LN-A4A2-01,-1.2411454,0.95388913,0.88171697,-1.4735454,1.5166842,-0.04391136,-0.44443864,-0.2525775,1.045089,1.4504082,-1.884434,2.1664045,0.97654736,-0.4594728,0.2887168,-1.217029,-2.1180563,-1.1232367,-0.056735124,0.7304087,-1.5778613,-0.039359916,1.5127614,0.15014607,-0.5355906,2.7937756,-1.6785046,0.42588317,-1.6295491,1.1309736,1,ESCA
TCGA-BR-8690-01,0.46446934,0.3161635,1.4178672,0.17087239,1.3542907,0.81224936,-1.5080773,-1.2589431,-0.88548166,1.1459249,-0.65222776,-1.2296642,-0.76222885,-0.038116816,0.31572405,-0.36079434,0.13356338,-0.021091707,1.3027178,-0.5147123,-1.0505668,-0.21496966,0.54558766,-0.0005533621,1.1751895,0.9230572,-0.2898948,0.18193227,-1.693303,0.48249388,1,STAD
TCGA-CN-6011-01,0.46222514,0.29712135,0.7446395,-0.3184796,-0.39649475,-0.015539996,-2.7155051,-1.1805325,-0.99565977,0.97173005,-0.8355777,0.23798478,-0.5638277,0.17771041,2.0476265,0.4786954,0.055048853,-0.25463945,0.6377445,-0.38893437,-2.5654008,0.7611891,0.23210339,0.13779172,0.3369525,0.45839268,-0.59655094,-0.009845361,-0.9952936,1.3821824,1,HNSC
TCGA-BA-5555-01,-0.0761209,0.17097634,0.533794,-0.28954145,0.21818739,0.27771813,-1.7965107,-0.83771294,-0.24277121,0.6621475,-0.77121377,0.49627692,-0.16141525,-0.11913098,1.3385737,0.2046006,-0.5449567,-0.29665828,0.290175,0.21162492,-1.6267557,0.23090069,-0.08469196,0.09581706,0.12328425,0.7046267,-0.53988624,0.2588172,-0.70909053,0.8432987,1,HNSC
TCGA-AD-6964-01,1.6630169,-0.018836204,-0.4041294,-0.48371065,1.1101704,-0.15439336,-0.82963115,-1.8413861,-0.40832958,0.51564634,-0.05028753,-0.5062061,1.1357504,0.3020665,0.16840754,1.2781,-1.1563483,-0.7185303,1.3101263,-0.95945174,-1.0713859,0.58645636,0.25710613,0.41040862,1.5061139,1.2921222,-0.24557441,-0.940269,-1.6209749,0.64375347,1,COAD
TCGA-CG-4469-01,0.25370565,0.6344586,2.8630383,0.45848817,2.2373207,0.89160824,-2.6468992,-1.997148,-0.7672575,2.1719537,-1.3422625,-1.3043743,-0.76382035,0.03498542,0.22438219,-0.9048181,-0.3350014,-0.28686756,1.6095474,-0.50674635,-2.227854,0.2464396,0.3883207,-0.39665362,1.3339616,1.4094965,-1.0097353,0.65798324,-2.6884768,1.6640552,1,STAD
TCGA-BB-4228-01,-0.8162171,0.11673148,0.4120964,-0.37909967,1.1370553,0.7762463,-1.2479963,-0.77115375,0.72079134,0.5041801,-1.0338382,1.1614165,0.34657526,-0.5620463,0.9187216,0.012358695,-1.6802744,-0.39635265,-0.051737115,1.1155254,-0.95824546,-0.31311283,-0.52500254,0.049320508,-0.179554,1.3324039,-0.8431711,0.86939013,-0.6048749,0.35479608,1,HNSC
TCGA-BR-6803-01,1.4156133,0.14988501,0.4285556,-0.16622528,1.4042449,1.5628462,-1.241742,-1.421582,-1.9888992,0.7236979,-0.17012417,-2.3884315,-1.6205851,-0.21620291,0.74544406,0.17468777,1.0089295,0.49133733,2.2128725,-1.1229979,-0.09213951,-1.2037538,1.5152254,0.6302158,2.2794716,1.1734822,0.5746812,-0.35214612,-1.8519716,-1.1214343,1,STAD
TCGA-AA-3675-01,2.1344073,0.7723816,-0.29307637,-0.52141243,1.3418188,0.051570013,-1.6721132,-2.9266927,-0.7613758,0.30437696,0.029936373,-0.76637185,1.2532471,0.29830164,-0.23089753,1.9085536,-1.78728,-1.29265,1.9612283,-1.4740738,-1.7770101,0.74222445,0.5676963,1.253857,2.0179586,1.6247592,-0.3104392,-1.0458907,-1.7754623,0.9889964,1,COAD
TCGA-L5-A4OF-01,0.30072948,0.4400539,0.3113379,0.020752005,0.11518742,-0.4744657,-0.0010549575,-0.31545004,-0.37408972,0.14557147,0.20566985,-0.22578153,-0.10235642,0.3188091,-0.57379556,-0.21430697,0.12395464,-0.26341793,0.4274391,-0.21216756,-0.35495764,-0.20436034,0.42934763,0.28642032,-0.1310801,-0.15941319,-0.052402224,-0.46838805,-0.20936829,0.3387457,1,ESCA
TCGA-LN-A49R-01,-1.1711583,0.7837093,0.766238,-1.3152431,1.3535373,0.029313246,-0.4183656,-0.1888859,0.99768305,1.2570255,-1.6876482,1.9326942,0.8880236,-0.47534487,0.3470496,-1.0541964,-1.8758488,-0.97194403,-0.10984644,0.6852085,-1.3725079,-0.010926176,1.2676222,0.13367672,-0.44550908,2.503594,-1.4711671,0.42579925,-1.4499878,0.9753834,1,ESCA
TCGA-D7-6818-01,1.003744,0.08457419,0.68582535,0.12062627,1.0112454,1.0273496,-0.99021953,-0.9700845,-1.4780468,0.7128244,-0.19674802,-1.7885386,-1.1875556,0.068163425,0.32059258,-0.05689192,0.75633305,0.3338082,1.4715937,-0.776996,-0.36081478,-0.629222,0.9624401,0.31081635,1.4097472,0.55713475,0.25310263,-0.10217268,-1.3417611,-0.3653527,1,STAD
TCGA-CG-4443-01,0.12147349,0.40873727,1.4404674,0.04413301,1.367555,0.67109025,-1.5508356,-1.293721,-0.47034767,1.1148944,-0.7794582,-0.7792676,-0.43896785,-0.21944362,0.4253952,-0.37206537,-0.20554797,-0.21247473,1.1439105,-0.33316374,-1.1461846,-0.12540236,0.319486,-0.06665193,1.0408604,1.1671233,-0.43433756,0.20048141,-1.6872408,0.63846123,1,STAD
TCGA-CV-7100-01,-0.10763757,0.20922971,0.58584964,-0.33737916,0.2824458,0.33140844,-2.016477,-0.9726383,-0.2260673,0.7465152,-0.9019047,0.63013345,-0.15517753,-0.14984739,1.5095745,0.25923705,-0.6989732,-0.315175,0.3218753,0.27675992,-1.8099642,0.27070445,-0.105073854,0.09765206,0.10729204,0.8298174,-0.68254566,0.36692452,-0.80310285,0.90838253,1,HNSC
TCGA-AA-A02K-01,2.1070943,1.087543,-0.17734137,-0.5108973,1.488259,-0.029556321,-2.1145797,-3.4056609,-0.9449589,0.20829862,-0.14787799,-0.75362974,1.355118,0.3215134,-0.5120146,2.026666,-2.18598,-1.7162141,2.2972577,-1.565741,-2.0363786,0.9630292,0.6705755,1.6502641,2.005425,1.7255576,-0.558551,-1.032632,-1.7301012,1.2596744,1,COAD
