,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,tumor,project
TCGA-BR-6456-01,0.30655622,0.75709987,0.34047455,0.630493,0.7042379,0.65628606,0.7047727,0.33767205,0.25576535,0.6158202,0.6855399,0.28037614,0.6983973,0.3744303,0.28175262,0.58013904,0.66871536,0.33385366,0.26323038,0.71899474,0.62520695,0.73448,0.2434715,0.7526765,0.72066605,0.23494756,0.69729125,0.7717371,0.9210649,0.24928513,0.7190048,0.7463571,0.38839114,0.32783443,0.6913767,0.34042054,0.27638966,0.34895906,0.7356014,0.42445222,0.7404506,0.45401752,0.6480631,0.58706903,0.23283787,0.714462,0.26670653,0.7904364,0.63742405,0.3509366,1,STAD
TCGA-BR-6564-01,0.78011376,0.22341418,0.7757739,0.2195589,0.22687697,0.22297901,0.22157049,0.778779,0.7685828,0.21886563,0.22022682,0.7705394,0.23025662,0.79169905,0.77211225,0.21531987,0.22276664,0.7792164,0.76987165,0.2226975,0.23125601,0.2307145,0.7723661,0.22657537,0.2270143,0.77407193,0.2255187,0.22991925,0.33793467,0.76973057,0.22505164,0.23408294,0.7783776,0.7726627,0.2261163,0.78186786,0.77513164,0.7904173,0.22258908,0.7848295,0.2308563,0.7904456,0.22107422,0.20994282,0.77273506,0.2295171,0.77174735,0.20780247,0.22131431,0.7715546,1,STAD
TCGA-F1-6177-01,0.8817637,0.11237651,0.8706809,0.13152742,0.12609512,0.1306715,0.11987674,0.8741771,0.8792303,0.13556385,0.120827734,0.878752,0.131132,0.87922424,0.8772296,0.13242877,0.1309132,0.87461877,0.87622863,0.11254907,0.14447737,0.124456465,0.8866901,0.117982626,0.1185385,0.8836628,0.12330192,0.115559936,0.23159218,0.8831303,0.11764026,0.12480235,0.8653274,0.8635054,0.12412679,0.8749937,0.8836528,0.8837711,0.109092,0.8637414,0.12364614,0.8659714,0.12577069,0.12517715,0.8870783,0.12871367,0.8778032,0.089225054,0.13204706,0.8604658,1,STAD
TCGA-BR-4255-01,0.38765222,0.6511322,0.4088779,0.5633488,0.6187984,0.5841057,0.6177484,0.4079637,0.3484652,0.5510061,0.60507196,0.3609721,0.6187151,0.4454769,0.3658634,0.5349417,0.58848363,0.40666837,0.35909158,0.6334355,0.566053,0.6440598,0.34067234,0.65044975,0.63760114,0.34338933,0.6170029,0.6660583,0.7371629,0.33957076,0.6345779,0.6533355,0.4445699,0.4049785,0.6157684,0.4177606,0.36576217,0.43309498,0.64546025,0.4753618,0.64706576,0.48976123,0.58358824,0.53300536,0.33762676,0.6227752,0.3594188,0.6643418,0.5723139,0.4186598,1,STAD
TCGA-CD-5799-01,0.11207573,0.96547496,0.16240086,0.8231386,0.8881744,0.82631296,0.8913506,0.16000311,0.06236463,0.8059851,0.87284815,0.083484426,0.881373,0.19333355,0.0956232,0.765421,0.8513243,0.15209244,0.06522367,0.9158789,0.79249823,0.93580735,0.038228583,0.948689,0.9102748,0.0256024,0.88230973,0.9816252,0.9570748,0.0427342,0.928529,0.95969576,0.2110227,0.14352985,0.88180447,0.16674681,0.05901724,0.18634076,0.9392673,0.25351503,0.93979365,0.27825725,0.82756734,0.7700194,0.02489593,0.90935326,0.06790054,0.9901838,0.8162768,0.17453481,1,STAD
TCGA-BR-4367-01,0.55642,0.47237724,0.56834763,0.4147361,0.4530689,0.42917603,0.4493006,0.5684291,0.52883583,0.40898162,0.43973923,0.5392255,0.45236838,0.5924259,0.5405462,0.39025664,0.43584204,0.56754744,0.5318189,0.45632422,0.42161918,0.46711117,0.5262087,0.47256702,0.46028632,0.52204674,0.44972306,0.48403314,0.60865885,0.52663547,0.45584947,0.4734835,0.5908471,0.5607507,0.4466871,0.57078296,0.54332364,0.57836705,0.46191204,0.60966074,0.46990138,0.62773114,0.42483974,0.38854158,0.5202079,0.45754653,0.53527874,0.47930336,0.42075205,0.5707105,1,STAD
TCGA-B7-5818-01,0.38098633,0.6815789,0.4189059,0.5508477,0.6273043,0.5803471,0.6278615,0.41426975,0.33109257,0.53405094,0.60992676,0.35575998,0.62388974,0.450482,0.35643408,0.4997818,0.5931688,0.41033065,0.33944488,0.64433175,0.5433145,0.6605437,0.31820822,0.67822695,0.6459433,0.3089642,0.6212415,0.69886565,0.91383606,0.32431036,0.6435046,0.6734005,0.46862584,0.40451598,0.61577743,0.41534877,0.35383123,0.42851198,0.6612035,0.5068021,0.666196,0.53406435,0.5711082,0.5053037,0.30510557,0.63619435,0.34113526,0.7219671,0.56025374,0.42727578,1,STAD
TCGA-BR-4279-01,0.23700638,0.7694878,0.24192174,0.7458366,0.7678616,0.76102287,0.7640776,0.23891388,0.22635299,0.74308133,0.76328325,0.22962801,0.7692603,0.25325733,0.2283797,0.73496056,0.76165825,0.24111481,0.22851743,0.7689488,0.7545163,0.76921666,0.22544408,0.7748506,0.77208805,0.22487567,0.7670223,0.7698771,0.6318353,0.22678709,0.76300144,0.7700958,0.2536288,0.23954777,0.76356006,0.23868708,0.239298,0.23985557,0.76851463,0.2617711,0.77337015,0.27060246,0.7557912,0.7351284,0.22482856,0.7662106,0.22819874,0.7569817,0.75328505,0.24243884,1,STAD
TCGA-CG-5721-01,0.22363327,0.8382069,0.26267058,0.71044636,0.78086543,0.7298508,0.7817073,0.25988764,0.17241481,0.6929576,0.7644378,0.19623192,0.77756846,0.2967497,0.2024399,0.66285425,0.7441857,0.25570005,0.18474412,0.80473995,0.7026561,0.8189738,0.15745808,0.83179283,0.8024273,0.15539685,0.77462506,0.8534622,0.91238195,0.16089165,0.8074548,0.8351579,0.3118652,0.25050712,0.7739736,0.26623946,0.18707676,0.28332818,0.82367253,0.35417113,0.82310957,0.37219292,0.72939414,0.6652425,0.14959927,0.78951454,0.18365416,0.8630341,0.7160373,0.27496266,1,STAD
TCGA-BR-7722-01,0.69214326,0.30202115,0.6876753,0.30631018,0.3104455,0.3082623,0.3023116,0.687923,0.68232185,0.30125296,0.30520856,0.67780304,0.31545967,0.7094739,0.685927,0.3131225,0.30398798,0.6922291,0.6918544,0.31221318,0.32183462,0.3171234,0.6852083,0.30790114,0.31724185,0.6968994,0.31129575,0.30835778,0.32001215,0.6798759,0.3163513,0.3221619,0.6868397,0.6910858,0.31650966,0.69850916,0.68530595,0.7125497,0.31530267,0.7038878,0.31520647,0.69103295,0.31375617,0.2951901,0.68879366,0.31098008,0.6862349,0.27760497,0.30777144,0.68722564,1,STAD
